Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-21686][2020 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+Redline 93 v400.ptm - Realtime: Stage1+Redline 93 v400.ptm]"
57.766,1.56,-28.91,16.52,0.0,14.21,-3.41,14.57,1.06,14.59,190,1.000,0.00,0.00,407,438,0,-12.50,1.15,147,136,9.76,1.62,202,551,0.00,-2.23,0.865,12.2,0.00,0
57.832,2.34,-28.91,16.36,0.0,14.21,-2.77,14.57,1.10,14.64,190,1.000,0.00,0.00,367,438,0,-12.50,1.64,147,138,10.87,1.60,202,588,0.00,-2.87,0.925,12.6,0.00,0
57.885,3.12,-28.91,16.16,0.0,14.21,-2.18,14.50,1.14,14.53,190,1.000,0.00,0.00,393,438,0,-12.00,1.87,145,138,12.02,1.66,202,627,0.00,-3.41,0.985,16.1,0.00,0
57.943,2.34,-28.91,15.93,0.0,14.21,-1.86,14.57,1.12,14.47,190,1.000,0.00,0.00,393,438,0,-11.00,2.01,147,138,14.14,1.74,202,754,0.00,-3.78,1.000,11.0,0.00,0
58.006,0.78,-28.91,15.11,0.0,14.21,-2.15,14.57,0.98,14.64,190,1.000,0.00,0.00,375,438,0,-4.00,2.31,147,138,14.90,1.40,202,904,0.00,-3.68,1.000,5.9,0.00,0
58.065,-1.56,-28.91,14.55,0.0,14.21,-3.03,14.63,0.80,14.64,190,1.000,0.00,0.00,372,438,0,-9.00,2.61,147,138,14.83,1.26,202,1101,0.00,-3.88,1.000,5.9,0.00,0
58.123,-2.34,-26.56,14.43,0.0,14.21,-4.08,14.63,0.66,14.64,190,1.000,0.00,0.00,428,438,0,-16.50,2.18,147,138,12.66,1.22,201,1140,0.00,-3.40,1.000,6.3,0.00,0
58.186,-3.12,-22.66,14.38,0.0,14.21,-5.14,14.63,0.57,14.64,190,1.000,0.00,0.00,467,438,0,-11.50,2.19,147,138,11.13,1.26,201,1156,0.00,-2.53,1.000,6.7,0.00,0
58.245,-3.12,-16.41,14.38,0.0,14.21,-5.97,14.63,0.53,14.64,190,1.000,0.00,0.00,469,438,0,-7.50,1.74,147,138,10.33,1.32,201,1160,0.00,-1.70,1.000,7.1,0.00,0
58.303,-3.12,-14.06,14.49,0.0,14.21,-6.46,14.63,0.48,14.64,190,1.000,0.00,0.00,454,438,0,-6.00,1.74,147,136,9.66,1.34,201,1183,0.00,-1.22,1.000,7.5,0.00,0
58.363,-2.34,-10.94,14.66,0.0,14.21,-6.96,14.63,0.47,14.70,190,1.000,0.00,0.00,469,438,0,-4.50,1.53,147,136,9.29,1.36,201,1192,0.00,-0.85,1.000,7.5,0.00,0
58.426,-2.34,-10.16,15.03,0.0,14.21,-7.33,14.63,0.44,14.82,190,1.000,0.00,0.00,460,438,0,-4.00,1.53,147,136,9.04,1.38,201,1222,0.00,-0.53,1.000,7.5,0.00,0
58.484,0.00,-8.59,15.32,0.0,14.21,-7.61,14.63,0.43,14.82,190,1.000,0.00,0.00,485,438,0,-3.50,1.58,147,136,8.95,1.40,201,1236,0.00,-0.32,1.000,7.5,0.00,0
58.547,0.78,-7.81,15.49,0.0,14.21,-7.93,14.63,0.41,14.87,190,1.000,0.00,0.00,477,438,0,-3.50,1.60,147,136,8.86,1.40,201,1260,0.00,-0.10,1.000,7.5,0.00,0
58.606,0.78,-7.81,15.48,0.0,14.21,-8.13,14.63,0.41,14.87,190,1.000,0.00,0.00,490,438,0,-3.00,1.36,147,136,8.81,1.40,201,1273,0.00,0.01,1.000,7.5,0.00,0
58.677,1.56,-7.81,15.54,0.0,14.21,-8.31,14.63,0.40,14.93,190,1.000,0.00,0.00,486,438,0,-3.00,1.37,147,136,8.79,1.40,201,1297,0.00,0.14,1.000,7.5,0.00,0
58.746,1.56,-7.81,15.43,0.0,14.21,-8.48,14.63,0.39,14.87,190,1.000,0.00,0.00,462,438,0,-2.00,1.39,147,136,8.67,1.38,201,1301,0.00,0.28,1.000,7.5,0.00,0
58.789,1.56,-7.81,15.36,0.0,14.21,-8.63,14.63,0.39,14.87,190,1.000,0.00,0.00,467,438,0,-2.00,1.39,147,136,8.52,1.36,201,1307,0.00,0.41,1.000,7.1,0.00,0
58.845,1.56,-7.81,15.27,0.0,14.21,-8.80,14.63,0.37,14.93,190,1.000,0.00,0.00,466,438,0,11.00,1.41,147,136,8.44,1.36,201,1331,0.00,0.52,1.000,7.1,0.00,0
58.918,1.56,-7.81,15.15,0.0,14.21,-8.95,14.63,0.36,14.87,190,1.000,0.00,0.00,473,438,0,11.00,1.43,147,136,8.44,1.34,201,1359,0.00,0.53,1.000,7.1,0.00,0
58.972,0.78,-7.81,15.05,0.0,14.21,-9.09,14.63,0.36,14.87,190,1.000,0.00,0.00,494,438,0,11.50,1.46,147,136,8.36,1.32,201,1378,0.00,0.58,1.000,6.7,0.00,0
59.025,0.78,-7.81,14.92,0.0,14.21,-9.27,14.63,0.35,14.87,190,1.000,0.00,0.00,483,438,0,11.50,1.48,147,135,8.14,1.30,201,1398,0.00,0.70,1.000,6.3,0.00,0
59.088,0.78,-7.81,14.84,0.0,14.21,-9.44,14.63,0.32,14.87,190,1.000,0.00,0.00,467,438,0,12.00,1.20,147,135,7.88,1.28,201,1413,0.00,0.82,1.000,6.3,0.00,0
59.143,0.00,-7.81,14.73,0.0,14.21,-9.63,14.63,0.31,14.87,190,1.000,0.00,0.00,467,438,0,12.00,1.21,147,135,7.57,1.26,201,1420,0.00,0.95,1.000,6.3,0.00,0
59.203,0.00,-7.81,14.68,0.0,14.21,-9.89,14.63,0.28,14.82,190,1.000,0.00,0.00,461,438,0,12.00,1.23,147,135,7.15,1.16,201,1459,0.00,1.06,1.000,4.7,0.00,0
59.263,0.00,-7.81,14.59,0.0,14.21,-10.18,14.63,0.27,14.82,190,1.000,0.00,0.00,458,438,0,12.50,1.25,147,135,6.86,1.14,201,1491,0.00,1.19,1.000,4.7,0.00,0
59.343,-0.78,-7.81,14.52,0.0,14.21,-10.43,14.63,0.25,14.76,190,1.000,0.00,0.00,471,438,0,12.50,0.96,147,135,6.45,1.12,201,1519,0.00,1.36,1.000,4.7,0.00,0
59.412,-0.78,-7.81,14.46,0.0,14.21,-10.74,14.63,0.23,15.05,190,1.000,0.00,0.00,465,438,0,12.50,0.98,147,135,6.02,1.08,202,1538,0.00,1.61,1.000,4.3,0.00,0
59.467,-0.78,-7.81,14.40,0.0,14.21,-10.94,14.63,0.21,15.17,190,1.000,0.00,0.00,463,438,0,13.00,0.99,147,135,5.64,1.08,202,1547,0.00,1.77,1.000,4.3,0.00,0
59.523,-1.56,-7.81,14.31,0.0,14.21,-11.09,14.63,0.19,15.30,190,1.000,0.00,0.00,465,438,0,13.00,0.99,147,135,5.31,1.06,202,1551,0.00,1.91,1.000,4.3,0.00,0
59.593,-2.34,-7.81,14.25,0.0,14.21,-11.24,14.70,0.18,15.55,190,1.000,0.00,0.00,472,438,0,13.00,0.66,147,135,4.92,1.04,202,1547,0.00,2.06,0.676,3.9,0.00,0
59.656,-2.34,-7.81,14.17,0.0,14.21,-11.37,14.70,0.18,15.55,190,1.000,0.00,0.00,459,438,0,13.00,0.66,147,135,4.63,1.04,202,1536,0.00,2.22,0.403,3.9,0.00,0
59.713,-3.12,-7.81,14.08,0.0,14.21,-11.45,14.70,0.17,15.55,190,1.000,0.00,0.00,460,438,0,12.50,0.65,147,135,4.34,1.02,201,1516,0.00,2.37,0.000,3.9,0.00,0
59.773,-3.12,-7.81,14.00,0.0,14.21,-11.52,14.70,0.16,15.55,190,1.000,0.00,0.00,466,438,0,12.50,0.64,147,135,4.09,1.02,201,1493,0.00,2.53,0.000,3.9,0.00,0
59.847,-3.91,-7.81,13.93,0.0,14.21,-11.58,14.70,0.16,15.49,190,1.000,0.00,0.00,457,438,0,12.50,0.63,147,135,3.89,1.02,201,1470,0.00,2.68,0.000,3.9,0.00,0
59.917,-3.91,-7.81,13.89,0.0,14.21,-11.60,14.70,0.16,15.49,190,1.000,0.00,0.00,459,438,0,12.50,0.62,147,135,3.70,1.02,201,1442,0.00,2.81,0.000,3.9,0.00,0
59.960,-4.69,-7.81,13.86,0.0,14.21,-11.63,14.70,0.14,15.49,190,1.000,0.00,0.00,460,438,0,12.00,0.60,147,135,3.53,1.00,201,1410,0.00,2.94,0.000,3.9,0.00,0
60.019,-4.69,-7.81,13.79,0.0,14.21,-11.65,14.70,0.14,15.49,190,1.000,0.00,0.00,457,438,0,12.00,0.59,147,135,3.38,1.00,202,1376,0.00,3.13,0.000,3.9,0.00,0
60.076,-5.47,-7.81,13.76,0.0,14.21,-11.66,14.70,0.14,15.49,190,1.000,0.00,0.00,457,438,0,11.50,0.58,147,135,3.24,1.00,202,1337,0.00,3.26,0.000,3.9,0.00,0
60.134,-5.47,-7.81,13.74,0.0,14.21,-11.66,14.70,0.14,15.42,190,1.000,0.00,0.00,452,438,0,11.00,0.56,147,135,3.15,1.00,202,1302,0.00,3.45,0.000,3.9,0.00,0
60.200,-6.25,-7.81,13.75,0.0,14.21,-11.66,14.70,0.14,15.42,190,1.000,0.00,0.00,456,438,0,11.00,0.27,147,135,3.05,1.02,202,1262,0.00,3.56,0.000,3.9,0.00,0
60.261,-6.25,-7.81,13.79,0.0,14.21,-11.65,14.70,0.14,15.36,190,1.000,0.00,0.00,450,438,0,10.50,0.27,147,135,3.03,1.02,202,1241,0.00,3.69,0.000,3.9,0.00,0
60.317,-6.25,-7.81,13.79,0.0,14.21,-11.61,14.70,0.14,15.36,190,1.000,0.00,0.00,456,438,0,10.50,0.26,147,135,2.94,1.02,202,1198,0.00,3.76,0.000,3.9,0.00,0
60.373,-6.25,-7.81,13.85,0.0,14.21,-11.58,14.70,0.14,15.17,190,1.000,0.00,0.00,462,438,0,0.50,0.25,147,135,2.90,1.02,202,1158,0.00,3.90,0.000,3.9,0.00,0
60.448,-6.25,-7.81,13.85,0.0,14.21,-11.52,14.70,0.14,14.99,190,1.000,0.00,0.00,447,438,0,-0.50,0.47,147,135,2.83,1.04,202,1104,0.00,4.21,0.000,4.3,0.00,0
60.515,-6.25,-7.81,13.89,0.0,14.21,-11.44,14.70,0.16,14.59,190,1.000,0.00,0.00,450,438,0,0.50,0.46,147,135,2.71,1.04,202,1019,0.00,4.51,0.000,4.3,0.00,0
60.557,-7.03,-11.72,13.89,0.0,14.21,-11.34,14.70,0.16,14.87,190,1.000,0.00,0.00,438,438,0,-1.00,0.41,147,135,2.67,1.06,202,960,0.00,4.83,0.000,4.3,0.00,0
60.621,-7.03,-15.62,13.91,0.0,14.21,-11.24,14.70,0.17,15.11,190,1.000,0.00,0.00,441,438,0,-2.50,0.40,147,135,2.66,1.08,202,910,0.00,5.00,0.000,4.3,0.00,0
60.679,-7.03,-21.09,13.95,0.0,14.21,-11.11,14.70,0.18,15.36,190,1.000,0.00,0.00,425,438,0,-3.50,0.37,147,135,2.68,1.08,202,849,0.00,5.06,0.000,4.7,0.00,0
60.736,-7.03,-22.66,13.96,0.0,14.21,-10.95,14.70,0.21,15.55,190,1.000,0.00,0.00,418,438,0,-3.50,0.35,147,135,2.69,1.10,202,786,0.00,5.30,0.000,4.7,0.00,0
60.794,-7.03,-25.78,14.02,0.0,14.21,-10.78,14.70,0.22,15.61,190,1.000,0.00,0.00,418,438,0,-2.00,0.32,147,135,2.76,1.10,202,729,0.00,5.19,0.000,5.1,0.00,0
60.858,-7.03,-26.56,14.06,0.0,14.21,-10.57,14.70,0.25,15.30,190,1.000,0.00,0.00,409,438,0,1.00,0.30,147,135,2.89,1.14,202,681,0.00,5.00,0.000,5.5,0.00,0
60.915,-7.03,-28.12,14.07,0.0,14.21,-10.28,14.70,0.28,15.17,190,1.000,0.00,0.00,398,438,0,3.50,0.27,147,135,2.94,1.20,202,619,0.00,4.74,0.000,5.5,0.00,0
60.974,-7.03,-28.91,14.11,0.0,14.21,-10.03,14.70,0.30,14.99,190,1.000,0.00,0.00,394,438,0,6.50,0.26,147,136,3.11,1.20,202,603,0.00,4.45,0.000,5.5,0.00,0
61.033,-7.03,-28.91,14.15,0.0,14.21,-9.79,14.70,0.32,14.42,190,1.000,0.00,0.00,394,438,0,12.00,0.38,147,136,3.28,1.14,202,597,0.00,4.21,0.000,5.1,0.00,0
61.102,-7.03,-28.91,14.19,0.0,14.21,-9.59,14.70,0.34,14.31,190,1.000,0.00,0.00,398,438,0,12.00,0.38,147,136,3.48,1.14,202,597,0.00,4.02,0.000,5.1,0.00,0
61.158,-7.03,-28.91,14.24,0.0,14.21,-9.42,14.70,0.36,14.25,190,1.000,0.00,0.00,399,438,0,12.00,0.38,147,136,3.64,1.14,202,596,0.00,3.83,0.000,4.7,0.00,0
61.213,-7.03,-28.91,14.28,0.0,14.21,-9.28,14.70,0.36,14.53,190,1.000,0.00,0.00,385,438,0,12.00,0.51,147,136,3.83,1.12,202,608,0.00,3.67,0.000,5.1,0.00,0
61.288,-7.03,-28.91,14.35,0.0,14.21,-9.18,14.70,0.37,14.42,190,1.000,0.00,0.00,393,438,0,12.00,0.53,147,136,4.00,1.12,202,625,0.00,3.55,0.000,4.7,0.00,0
